AGE,GENDER,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_YEAR,ANNUAL_MILEAGE,VEHICLE_TYPE
26-39,male,0-9y,university,middle class,6.477.554.969.922.700,before 2015,,sedan
65+,male,0-9y,university,upper class,,before 2015,11000.0,sedan
40-64,male,20-29y,high school,middle class,5.778.131.836.961.640,before 2015,12000.0,sedan
40-64,male,20-29y,high school,middle class,4.953.502.835.315.230,before 2015,9000.0,sedan
16-25,male,0-9y,high school,poverty,4.526.765.592.626.400,before 2015,12000.0,sedan
16-25,male,0-9y,university,middle class,6.164.262.036.016.740,before 2015,11000.0,sedan
26-39,male,10-19y,university,middle class,34.572.618.847.900.900,after 2015,13000.0,sedan
26-39,female,0-9y,university,middle class,5.841.273.528.155.410,before 2015,14000.0,sedan
40-64,female,20-29y,university,upper class,6.117.018.176.344.060,before 2015,9000.0,sedan
65+,female,30y+,high school,upper class,5.458.900.735.115.070,after 2015,15000.0,sedan
26-39,male,10-19y,none,poverty,1.436.568.483.193.360,before 2015,17000.0,sedan
26-39,female,10-19y,none,poverty,3.262.403.387.046.740,before 2015,13000.0,sedan
26-39,male,0-9y,high school,poverty,2.806.543.806.481.630,before 2015,14000.0,sedan
40-64,female,20-29y,university,upper class,,after 2015,9000.0,sedan
65+,female,0-9y,high school,upper class,7.306.774.626.064.180,after 2015,13000.0,sedan
16-25,male,0-9y,university,middle class,5.783.712.166.428.830,before 2015,13000.0,sedan
40-64,male,20-29y,university,upper class,,after 2015,7000.0,sedan
40-64,male,10-19y,none,middle class,4.816.627.514.207.710,before 2015,10000.0,sedan
40-64,male,10-19y,high school,working class,25.162.270.916.797.100,before 2015,12000.0,sports car
40-64,female,20-29y,university,upper class,5.872.893.810.932.030,after 2015,12000.0,sedan
26-39,female,10-19y,high school,middle class,5.573.996.021.834.150,before 2015,6000.0,sedan
16-25,female,0-9y,high school,poverty,4.289.832.028.689.510,before 2015,12000.0,sedan
65+,female,30y+,university,upper class,6.403.236.933.748.680,after 2015,9000.0,sedan
65+,male,30y+,high school,working class,4.972.878.528.954.940,before 2015,,sedan
26-39,male,10-19y,none,working class,4.466.473.449.579.010,before 2015,10000.0,sedan
26-39,male,10-19y,high school,middle class,2.710.642.145.687.780,after 2015,14000.0,sedan
26-39,female,10-19y,high school,middle class,5.655.780.916.935.850,before 2015,12000.0,sports car
26-39,male,10-19y,high school,working class,381.262.306.885.702,after 2015,9000.0,sedan
26-39,male,0-9y,university,upper class,6.391.281.575.503.800,after 2015,10000.0,sedan
65+,female,0-9y,high school,middle class,,before 2015,13000.0,sedan
40-64,female,20-29y,university,upper class,6.862.027.857.536.260,before 2015,14000.0,sedan
26-39,male,10-19y,high school,poverty,4.259.830.675.931.930,before 2015,14000.0,sedan
16-25,male,0-9y,high school,poverty,,before 2015,,sedan
65+,female,10-19y,university,upper class,5.838.061.362.917.640,after 2015,11000.0,sedan
65+,male,30y+,high school,upper class,5.873.165.927.562.170,after 2015,11000.0,sedan
16-25,female,0-9y,high school,working class,566.843.891.896.652,before 2015,16000.0,sedan
26-39,male,10-19y,university,upper class,6.237.655.956.418.440,after 2015,12000.0,sedan
40-64,female,20-29y,high school,upper class,8.336.684.211.611.390,after 2015,13000.0,sedan
26-39,male,0-9y,none,working class,4.842.558.344.936.020,before 2015,13000.0,sedan
26-39,male,10-19y,high school,middle class,6.618.055.009.919.550,before 2015,14000.0,sedan
16-25,female,0-9y,high school,poverty,35.981.774.751.442.000,before 2015,,sedan
40-64,female,0-9y,high school,middle class,5.905.674.346.205.270,before 2015,11000.0,sedan
26-39,male,10-19y,high school,working class,4.378.786.301.039.930,after 2015,11000.0,sedan
16-25,female,0-9y,university,working class,4.010.182.348.532.660,after 2015,11000.0,sedan
16-25,female,0-9y,high school,working class,,before 2015,13000.0,sedan
40-64,female,0-9y,high school,upper class,5.360.001.927.513.720,before 2015,12000.0,sedan
40-64,female,20-29y,university,upper class,8.748.299.910.505.890,after 2015,15000.0,sedan
40-64,female,20-29y,high school,upper class,6.068.501.228.266.240,after 2015,12000.0,sedan
26-39,female,0-9y,none,poverty,20.764.972.219.447.800,before 2015,11000.0,sedan
65+,female,30y+,university,upper class,6.019.296.536.623.290,after 2015,6000.0,sedan
40-64,male,0-9y,university,upper class,,before 2015,10000.0,sedan
40-64,female,0-9y,university,upper class,6.600.195.827.192.810,after 2015,12000.0,sedan
26-39,male,10-19y,university,upper class,5.739.100.548.968.320,before 2015,11000.0,sedan
26-39,male,0-9y,high school,middle class,4.611.558.624.028.440,after 2015,12000.0,sedan
40-64,female,0-9y,university,upper class,5.411.543.588.314.010,after 2015,9000.0,sedan
26-39,female,10-19y,high school,upper class,7.486.839.299.000.420,after 2015,,sedan
40-64,male,20-29y,university,upper class,,before 2015,11000.0,sedan
65+,male,30y+,university,upper class,7.896.637.075.334.300,before 2015,7000.0,sedan
65+,female,10-19y,university,upper class,6.261.539.579.803.240,before 2015,8000.0,sedan
26-39,male,10-19y,university,upper class,4.826.533.172.678.870,after 2015,11000.0,sedan
26-39,male,10-19y,university,upper class,6.277.262.155.079.710,before 2015,10000.0,sedan
40-64,female,10-19y,high school,working class,43.519.366.884.865.500,before 2015,13000.0,sedan
26-39,female,10-19y,university,middle class,4.676.859.181.203.900,after 2015,17000.0,sedan
26-39,female,10-19y,high school,middle class,4.064.304.948.022.720,after 2015,15000.0,sedan
26-39,male,10-19y,university,upper class,4.287.285.121.728.100,before 2015,14000.0,sedan
26-39,male,10-19y,high school,working class,4.180.972.967.647.550,after 2015,,sports car
26-39,female,10-19y,university,working class,,before 2015,11000.0,sedan
65+,male,0-9y,university,upper class,7.403.410.730.107.250,before 2015,9000.0,sedan
40-64,female,20-29y,university,upper class,7.297.169.089.422.260,before 2015,15000.0,sports car
16-25,female,0-9y,none,working class,40.400.519.875.506.800,before 2015,9000.0,sedan
40-64,male,10-19y,high school,upper class,530.349.303.316.289,before 2015,10000.0,sedan
40-64,female,20-29y,high school,upper class,597.964.121.410.427,before 2015,12000.0,sedan
26-39,male,10-19y,none,working class,34.815.262.007.534.900,after 2015,12000.0,sedan
40-64,female,20-29y,high school,middle class,5.953.854.959.206.420,before 2015,,sedan
26-39,male,10-19y,none,working class,,before 2015,,sedan
65+,female,10-19y,university,upper class,6.013.122.510.598.800,before 2015,8000.0,sedan
65+,female,0-9y,high school,upper class,5.664.369.365.922.710,before 2015,10000.0,sedan
65+,male,30y+,none,middle class,,before 2015,9000.0,sedan
26-39,male,10-19y,high school,working class,4.328.792.985.209.900,before 2015,14000.0,sedan
26-39,female,10-19y,none,middle class,4.149.902.226.943.810,after 2015,,sedan
26-39,male,10-19y,university,middle class,5.765.924.303.012.130,before 2015,16000.0,sedan
65+,female,30y+,university,upper class,7.265.435.592.483.520,before 2015,16000.0,sedan
65+,male,30y+,high school,working class,3.479.315.814.537.250,before 2015,12000.0,sedan
16-25,male,0-9y,high school,poverty,431.177.855.086.253,after 2015,16000.0,sedan
40-64,female,0-9y,none,middle class,5.549.228.533.835.850,before 2015,12000.0,sedan
40-64,female,20-29y,none,upper class,5.496.378.489.364.440,after 2015,12000.0,sports car
16-25,female,0-9y,none,poverty,3.264.636.475.532.240,before 2015,14000.0,sedan
26-39,female,10-19y,university,middle class,5.289.956.747.622.160,before 2015,9000.0,sedan
16-25,female,0-9y,high school,working class,5.125.630.718.902.510,before 2015,12000.0,sedan
26-39,female,10-19y,none,middle class,4.233.770.903.561.650,before 2015,10000.0,sedan
26-39,male,10-19y,high school,working class,3.943.709.791.327.730,before 2015,13000.0,sedan
65+,male,0-9y,university,upper class,4.917.990.064.486.270,before 2015,14000.0,sedan
65+,female,20-29y,university,upper class,6.049.973.930.028.120,after 2015,13000.0,sedan
40-64,male,20-29y,high school,upper class,7.080.741.498.657.760,after 2015,10000.0,sedan
40-64,female,20-29y,high school,upper class,,before 2015,12000.0,sedan
26-39,male,0-9y,none,middle class,5.608.602.241.643.740,before 2015,15000.0,sedan
40-64,female,20-29y,university,upper class,7.582.763.049.169.890,after 2015,9000.0,sedan
65+,male,0-9y,university,upper class,6.399.732.727.427.580,before 2015,,sedan
40-64,female,0-9y,high school,middle class,3.513.704.740.787.490,before 2015,,sedan
40-64,male,20-29y,university,upper class,6.970.379.976.874.880,after 2015,15000.0,sedan
40-64,male,10-19y,high school,upper class,6.441.497.497.980.370,before 2015,12000.0,sedan
40-64,female,20-29y,high school,middle class,5.082.183.942.474.040,before 2015,9000.0,sedan
26-39,male,10-19y,university,upper class,5.008.837.971.973.810,after 2015,,sedan
26-39,male,10-19y,high school,upper class,696.136.173.927.799,after 2015,13000.0,sedan
40-64,female,10-19y,university,upper class,4.715.767.933.840.960,before 2015,12000.0,sedan
40-64,male,10-19y,university,upper class,4.623.747.202.774.950,after 2015,14000.0,sedan
40-64,male,10-19y,university,middle class,5.096.553.789.344.690,after 2015,9000.0,sedan
40-64,male,20-29y,high school,middle class,4.178.900.827.649.720,before 2015,10000.0,sedan
40-64,female,0-9y,university,upper class,6.901.480.984.334.580,before 2015,7000.0,sedan
40-64,female,10-19y,high school,middle class,,before 2015,15000.0,sedan
26-39,male,10-19y,high school,working class,5.619.369.424.716.060,after 2015,12000.0,sedan
65+,female,20-29y,high school,upper class,6.426.937.467.690.330,before 2015,10000.0,sedan
65+,female,30y+,high school,middle class,6.045.001.028.396.070,before 2015,13000.0,sports car
26-39,female,10-19y,university,working class,4.347.996.406.673.750,before 2015,11000.0,sedan
40-64,female,20-29y,high school,upper class,5.598.309.463.350.700,after 2015,7000.0,sedan
40-64,male,10-19y,none,working class,44.395.202.091.975.800,before 2015,9000.0,sedan
16-25,male,0-9y,none,middle class,4.163.929.572.947.170,before 2015,11000.0,sedan
65+,male,30y+,university,upper class,5.294.607.648.450.480,before 2015,10000.0,sedan
16-25,male,0-9y,university,poverty,41.869.407.954.403.400,before 2015,8000.0,sedan
65+,male,30y+,high school,upper class,7.018.912.453.366.740,before 2015,8000.0,sedan
26-39,female,10-19y,university,upper class,6.847.622.988.569.980,after 2015,14000.0,sedan
26-39,female,10-19y,high school,poverty,5.200.147.589.908.030,before 2015,15000.0,sedan
40-64,male,20-29y,university,upper class,5.200.856.350.041.600,before 2015,,sedan
65+,female,20-29y,university,upper class,5.756.575.676.623.210,before 2015,12000.0,sedan
26-39,female,10-19y,high school,middle class,5.527.408.665.056.410,before 2015,16000.0,sedan
26-39,male,0-9y,none,working class,4.503.293.443.741.400,after 2015,13000.0,sedan
65+,female,30y+,high school,upper class,6.061.159.887.314.590,before 2015,,sedan
26-39,male,0-9y,university,middle class,5.641.567.210.231.540,before 2015,13000.0,sedan
26-39,female,10-19y,high school,working class,5.080.083.451.806.120,before 2015,,sedan
16-25,male,0-9y,high school,working class,3.707.923.839.557.820,before 2015,13000.0,sedan
40-64,male,20-29y,high school,middle class,5.990.163.189.686.170,before 2015,12000.0,sedan
65+,male,30y+,high school,upper class,6.420.966.704.689.350,after 2015,12000.0,sedan
40-64,female,0-9y,none,upper class,5.628.390.017.690.810,before 2015,10000.0,sedan
40-64,female,0-9y,university,working class,38.640.708.204.433.200,before 2015,16000.0,sedan
26-39,female,0-9y,none,poverty,33.618.532.521.051.300,before 2015,9000.0,sedan
40-64,male,20-29y,university,upper class,7.367.504.567.066.310,before 2015,15000.0,sedan
26-39,male,10-19y,none,poverty,337.655.738.134.704,before 2015,,sedan
16-25,male,0-9y,high school,poverty,3.260.615.480.435.060,before 2015,10000.0,sedan
26-39,male,0-9y,high school,working class,397.676.854.501.618,before 2015,12000.0,sedan
65+,male,10-19y,high school,upper class,5.639.397.587.703.120,before 2015,13000.0,sedan
26-39,female,10-19y,high school,working class,4.183.694.551.552.950,before 2015,11000.0,sedan
16-25,female,0-9y,university,middle class,6.404.242.968.082.140,before 2015,5000.0,sedan
26-39,male,0-9y,university,middle class,4.393.528.235.041.630,after 2015,8000.0,sedan
40-64,female,20-29y,high school,middle class,,before 2015,12000.0,sedan
26-39,female,10-19y,high school,middle class,5.943.032.701.755.660,before 2015,8000.0,sedan
26-39,female,10-19y,high school,working class,5.343.435.230.995.930,before 2015,14000.0,sedan
26-39,female,0-9y,university,middle class,6.655.749.122.210.530,after 2015,12000.0,sedan
26-39,male,10-19y,university,upper class,6.299.704.413.933.570,after 2015,11000.0,sedan
65+,male,30y+,university,upper class,,before 2015,9000.0,sedan
16-25,female,0-9y,none,poverty,37.335.158.932.379.500,before 2015,12000.0,sedan
26-39,male,10-19y,university,upper class,5.171.035.570.230.490,before 2015,14000.0,sedan
40-64,female,10-19y,university,upper class,642.882.122.148.452,before 2015,14000.0,sedan
40-64,male,20-29y,university,upper class,,after 2015,8000.0,sedan
16-25,female,0-9y,high school,poverty,5.973.913.732.761.360,before 2015,16000.0,sedan
65+,male,0-9y,high school,upper class,6.807.929.771.269.290,after 2015,9000.0,sedan
16-25,female,0-9y,high school,working class,5.336.007.026.250.280,before 2015,14000.0,sedan
16-25,female,0-9y,high school,poverty,4.151.650.937.990.210,before 2015,13000.0,sedan
65+,male,30y+,university,upper class,40.632.530.150.505.400,before 2015,16000.0,sedan
65+,female,30y+,university,upper class,6.553.212.691.451.810,before 2015,10000.0,sedan
40-64,female,0-9y,university,middle class,4.968.286.502.980.370,before 2015,,sedan
16-25,female,0-9y,high school,middle class,4.859.557.534.361.000,before 2015,13000.0,sedan
16-25,male,0-9y,university,working class,,before 2015,14000.0,sedan
26-39,male,0-9y,university,upper class,6.523.115.255.341.310,after 2015,14000.0,sedan
65+,male,20-29y,university,upper class,8.326.489.563.639.780,before 2015,10000.0,sports car
16-25,male,0-9y,university,middle class,3.054.650.662.533.320,before 2015,13000.0,sedan
26-39,female,10-19y,university,middle class,4.022.045.365.697.110,before 2015,,sedan
26-39,male,10-19y,university,working class,4.377.852.852.275.520,before 2015,15000.0,sedan
16-25,male,0-9y,none,poverty,5.153.334.590.011.480,before 2015,12000.0,sedan
40-64,female,20-29y,university,upper class,6.941.612.293.684.080,after 2015,13000.0,sedan
26-39,male,10-19y,high school,working class,5.002.226.512.120.530,before 2015,9000.0,sedan
26-39,female,10-19y,none,poverty,3.908.216.889.202.100,before 2015,10000.0,sedan
26-39,female,10-19y,none,poverty,4.743.758.463.221.640,before 2015,15000.0,sedan
16-25,male,0-9y,university,working class,4.306.990.683.368.300,before 2015,13000.0,sedan
26-39,male,10-19y,high school,upper class,5.581.335.428.975.870,before 2015,9000.0,sedan
16-25,male,0-9y,high school,working class,4.723.364.781.950.880,after 2015,15000.0,sedan
26-39,female,10-19y,high school,working class,5.178.262.960.914.570,after 2015,10000.0,sedan
26-39,male,10-19y,none,poverty,2.410.288.502.358.530,before 2015,11000.0,sedan
40-64,male,20-29y,none,poverty,16.581.682.811.157.700,before 2015,9000.0,sedan
26-39,female,0-9y,high school,working class,4.436.898.161.806.700,before 2015,14000.0,sedan
40-64,female,20-29y,high school,upper class,6.202.129.247.986.810,after 2015,9000.0,sports car
40-64,female,0-9y,university,upper class,6.412.526.439.911.040,before 2015,10000.0,sedan
16-25,male,0-9y,none,poverty,2.742.553.244.192.160,before 2015,16000.0,sedan
40-64,female,20-29y,university,middle class,,before 2015,14000.0,sedan
16-25,male,0-9y,none,poverty,3.994.260.117.649.260,before 2015,9000.0,sedan
40-64,female,20-29y,high school,upper class,432.834.683.124.666,after 2015,13000.0,sedan
26-39,female,10-19y,university,middle class,3.583.071.816.607.220,before 2015,12000.0,sedan
26-39,female,10-19y,university,upper class,,before 2015,8000.0,sedan
65+,female,20-29y,university,upper class,7.534.863.598.137.700,before 2015,10000.0,sedan
40-64,male,20-29y,university,upper class,492.497.095.519.908,before 2015,12000.0,sedan
40-64,female,20-29y,high school,upper class,,after 2015,12000.0,sedan
26-39,male,10-19y,university,middle class,5.892.665.943.313.230,before 2015,16000.0,sedan
26-39,male,0-9y,none,poverty,,before 2015,15000.0,sedan
16-25,male,0-9y,none,working class,335.178.252.213.134,before 2015,12000.0,sedan
40-64,male,20-29y,university,upper class,6.386.684.047.122.490,before 2015,8000.0,sedan
26-39,female,0-9y,high school,upper class,6.423.132.057.980.680,before 2015,14000.0,sedan
